name	source	genomospecies	contigs	genome size (Mbp)	N50 length (bp)	N90 length (bp)	max	GC content	completeness	contamination	QS	quality level	phylum	class	order	family	genus	species
d21F.bin.36	MAG	No	280	2.78	 15,759 	 4,122 	 98,583 	49.44	89.18	4.92	64.58	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d21F.bin.38	MAG	No	700	3.26	 5,015 	 2,657 	 30,696 	51.38	77.62	1.29	71.17	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21F.bin.42	MAG	No	307	2.40	 11,312 	 3,615 	 44,802 	48.73	80.02	3.42	62.92	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter excrementipullorum
d21F.bin.46	MAG	Yes	195	2.38	 17,909 	 5,530 	 58,594 	45.04	85.48	1.19	79.53	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum lactatifermentans
d21F.bin.47	MAG	No	137	1.95	 23,088 	 6,064 	 63,113 	62.01	83.02	0.56	80.22	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d21F.bin.61	MAG	No	167	3.22	 28,992 	 9,343 	 85,823 	44.65	99.95	0.10	99.45	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d21F.bin.67	MAG	No	131	2.04	 24,077 	 6,767 	 74,333 	40.44	83.13	0.01	83.08	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum
d21F.bin.68	MAG	No	203	2.32	 14,746 	 5,679 	 65,023 	63.04	80.94	1.82	71.84	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avistercoris
d21F.bin.76	MAG	Yes	43	1.96	 59,041 	 29,212 	 115,383 	43.66	98.86	0.86	94.56	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Massilicoli	s__Massilicoli timonensis
d21F.bin.83	MAG	No	149	2.77	 32,010 	 9,585 	 92,501 	31.17	99.82	2.42	87.72	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d21F.bin.88	MAG	No	121	1.64	 21,618 	 5,628 	 158,494 	54.50	91.98	0.43	89.83	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__Ornithoclostridium excrementipullorum
d21J.bin.1	MAG	No	160	4.42	 42,640 	 13,629 	 161,398 	50.85	99.83	0.33	98.18	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21J.bin.12	MAG	Yes	38	1.55	 52,968 	 23,627 	 116,422 	57.40	77.00	0.17	76.15	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum intestinipullorum
d21J.bin.17	MAG	No	273	1.67	 7,823 	 3,056 	 23,422 	36.13	78.29	2.48	65.89	Medium-quality	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Jeotgalicoccus	s__Jeotgalicoccus meleagridis
d21J.bin.21	MAG	Yes	140	1.41	 15,808 	 4,770 	 43,717 	32.72	95.91	2.69	82.46	High-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp944393505
d21J.bin.22	MAG	No	92	3.41	 61,837 	 17,447 	 170,851 	44.23	74.58	0.00	74.58	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
d21J.bin.23	MAG	Yes	194	2.87	 25,995 	 6,905 	 99,836 	59.27	93.72	2.47	81.37	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor avicola
d21J.bin.26	MAG	No	187	1.55	 12,076 	 3,824 	 55,471 	39.67	80.04	3.72	61.44	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi
d21J.bin.28	MAG	Yes	220	2.35	 15,722 	 5,050 	 65,679 	54.02	78.75	0.68	75.35	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__
d21J.bin.29	MAG	No	323	2.48	 10,307 	 3,671 	 74,553 	44.06	89.07	1.34	82.37	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae_A
d21J.bin.39	MAG	Yes	130	1.87	 25,652 	 6,088 	 133,644 	37.27	97.49	0.32	95.89	High-quality	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Gallicola	s__Gallicola sp012798975
d21J.bin.41	MAG	Yes	66	1.73	 118,162 	 12,928 	 244,897 	26.81	93.95	1.26	87.65	High-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-465	g__CAG-465	s__CAG-465 sp944383015
d21J.bin.44	MAG	No	301	2.00	 8,387 	 3,294 	 38,575 	54.82	81.40	3.49	63.95	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d21J.bin.46	MAG	No	393	2.97	 10,179 	 3,452 	 74,621 	36.17	90.04	1.71	81.49	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d21J.bin.48	MAG	Yes	263	2.61	 15,215 	 4,412 	 65,023 	43.69	83.98	1.67	75.63	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D casseliflavus
d21J.bin.51	MAG	Yes	231	2.87	 18,546 	 5,334 	 88,451 	52.67	83.46	1.60	75.46	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia faecavium
d21J.bin.60	MAG	No	196	1.87	 23,600 	 3,291 	 72,098 	37.98	94.63	2.17	83.78	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella paramesenteroides
d21J.bin.64	MAG	Yes	30	2.70	 200,364 	 38,237 	 445,290 	59.57	99.58	0.17	98.73	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes excrementavium
d21K.bin.7	MAG	No	164	1.87	 19,414 	 4,495 	 60,492 	30.78	90.20	4.01	70.15	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__Coprosoma intestinipullorum
d21L.bin.2	MAG	No	399	2.80	 9,295 	 3,504 	 34,935 	41.61	78.11	3.13	62.46	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina psychrophila_A
d21L.bin.5	MAG	No	84	1.78	 43,090 	 9,370 	 129,517 	34.20	89.42	0.20	88.42	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d21L.bin.6	MAG	Yes	217	2.27	 15,077 	 4,543 	 92,145 	63.52	94.84	0.02	94.74	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoripullorum
d21L.bin.7	MAG	No	344	2.02	 6,757 	 3,074 	 30,018 	50.09	80.28	0.54	77.58	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_G	s__Ruminococcus_G avistercoris
d21N.bin.12	MAG	No	159	1.38	 11,807 	 3,892 	 56,005 	32.73	83.26	0.94	78.56	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d21N.bin.8	MAG	No	241	1.98	 10,401 	 3,850 	 49,028 	54.90	79.99	0.43	77.84	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d21O.bin.1	MAG	No	170	1.42	 10,570 	 4,363 	 46,087 	58.24	92.67	1.06	87.37	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__Limadaptatus stercoravium
d21O.bin.12	MAG	Yes	25	1.57	 89,298 	 37,291 	 173,762 	40.26	97.10	0.07	96.75	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus aviarius
d21O.bin.16	MAG	No	312	2.15	 8,946 	 3,170 	 36,502 	54.84	82.33	0.83	78.18	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d21O.bin.21	MAG	No	81	2.73	 50,871 	 17,198 	 169,201 	51.33	90.75	2.18	79.85	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter faecigallinarum
d21O.bin.27	MAG	Yes	297	2.47	 11,415 	 3,823 	 47,796 	62.60	93.17	2.17	82.32	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avistercoris
d21O.bin.31	MAG	Yes	385	3.07	 11,573 	 3,604 	 57,862 	45.18	85.52	0.25	84.27	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia merdipullorum
d21O.bin.36	MAG	No	188	1.04	 6,521 	 2,976 	 35,488 	34.91	85.28	2.59	72.33	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecenecus	s__Faecenecus sp944358775
d28A.bin.1	MAG	Yes	51	2.56	 79,981 	 22,822 	 264,351 	58.33	99.97	0.35	98.22	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A ihumii
d28A.bin.13	MAG	Yes	80	2.94	 68,831 	 20,438 	 150,279 	48.70	88.48	0.09	88.03	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter stercoravium
d28A.bin.14	MAG	Yes	63	1.37	 31,387 	 12,748 	 85,326 	26.08	93.60	2.04	83.40	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG591	s__RUG591 sp944350445
d28A.bin.16	MAG	Yes	16	1.18	 117,146 	 42,206 	 209,022 	45.82	82.58	0.00	82.58	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-314	g__Fimimonas	s__Fimimonas gallinarum
d28A.bin.21	MAG	No	99	2.44	 37,284 	 13,613 	 122,449 	63.69	95.47	1.71	86.92	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoripullorum
d28A.bin.35	MAG	Yes	63	2.77	 98,104 	 28,045 	 201,481 	61.50	93.82	1.23	87.67	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma merdipullorum
d28A.bin.40	MAG	No	339	1.97	 6,602 	 3,060 	 31,553 	65.07	81.04	3.57	63.19	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d28A.bin.42	MAG	No	113	0.66	 7,145 	 2,929 	 27,640 	37.38	84.09	0.22	82.99	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__UMGS687	s__UMGS687 sp944380415
d28A.bin.44	MAG	Yes	52	2.20	 69,390 	 26,695 	 128,252 	57.16	96.79	0.16	95.99	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia gallistercoris
d28A.bin.46	MAG	No	304	2.15	 9,328 	 3,512 	 41,164 	52.48	77.84	2.17	66.99	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905215105
d28A.bin.49	MAG	No	30	1.75	 119,300 	 38,683 	 222,156 	25.61	80.36	0.89	75.91	Medium-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Scatovivens	s__Scatovivens faecipullorum
d28A.bin.5	MAG	Yes	96	1.47	 21,723 	 8,066 	 80,221 	58.08	95.01	0.62	91.91	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__Limadaptatus stercoravium
d28A.bin.52	MAG	Yes	44	4.17	 171,810 	 50,873 	 274,925 	45.14	98.43	0.13	97.78	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides merdae
d28A.bin.53	MAG	No	115	1.53	 20,837 	 5,615 	 76,452 	36.93	81.07	0.28	79.67	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d28A.bin.56	MAG	No	392	2.69	 9,026 	 3,305 	 36,288 	47.74	84.62	1.57	76.77	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter faecipullorum
d28A.bin.57	MAG	Yes	112	1.89	 27,932 	 8,175 	 153,311 	56.16	96.98	0.31	95.43	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia excrementipullorum
d28A.bin.60	MAG	No	251	2.16	 11,566 	 4,225 	 44,501 	63.81	76.60	2.77	62.75	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pelethomonas	s__Pelethomonas intestinigallinarum
d28A.bin.64	MAG	Yes	139	1.06	 10,216 	 3,515 	 39,680 	29.72	82.09	2.16	71.29	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG12867	s__RUG12867 sp944364705
d28A.bin.68	MAG	Yes	99	1.65	 23,494 	 7,987 	 115,823 	27.49	92.09	4.93	67.44	High-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp944392545
d28A.bin.7	MAG	No	248	1.60	 7,926 	 3,284 	 26,653 	54.13	89.64	0.83	85.49	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter merdigallinarum
d28A.bin.72	MAG	Yes	428	1.95	 4,994 	 2,560 	 26,148 	44.25	76.69	0.46	74.39	Medium-quality	p__Bacillota_B	c__Dehalobacteriia	o__UBA7702	f__UBA7702	g__Cryptoclostridium	s__Cryptoclostridium obscurum
d28A.bin.86	MAG	Yes	135	2.30	 24,237 	 8,236 	 79,655 	62.57	97.05	0.98	92.15	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__Avoscillospira stercorigallinarum
d28A.bin.91	MAG	No	123	2.82	 33,957 	 12,351 	 107,988 	51.18	92.63	0.87	88.28	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter faecigallinarum
d28A.bin.98	MAG	Yes	112	1.61	 20,408 	 6,925 	 74,602 	51.40	90.32	0.03	90.17	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma stercoripullorum
d28B.bin.16	MAG	No	22	2.02	 118,925 	 56,746 	 352,495 	49.45	94.22	0.06	93.92	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus excrementavium
d28B.bin.21	MAG	No	309	2.05	 8,420 	 3,185 	 38,023 	64.69	81.81	2.32	70.21	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d28B.bin.33	MAG	No	83	3.06	 74,042 	 17,584 	 144,097 	43.31	94.85	0.06	94.55	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella intestinihominis
d28B.bin.6	MAG	No	151	0.88	 7,878 	 2,832 	 30,152 	40.78	74.52	0.88	70.12	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus aviarius
d28C.bin.26	MAG	No	142	1.40	 12,519 	 5,028 	 35,633 	57.33	75.18	0.05	74.93	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__Ornithoclostridium sp944380285
d28C.bin.27	MAG	Yes	114	2.31	 26,933 	 10,901 	 132,205 	63.30	94.31	1.25	88.06	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pelethomonas	s__Pelethomonas intestinigallinarum
d28C.bin.29	MAG	No	31	3.08	 115,301 	 65,050 	 333,814 	43.76	89.86	0.03	89.71	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella intestinihominis
d28C.bin.32	MAG	No	179	1.89	 14,840 	 5,054 	 56,024 	61.82	71.69	0.02	71.59	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d28C.bin.34	MAG	Yes	81	1.36	 24,351 	 8,319 	 50,036 	54.45	90.97	0.35	89.22	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Caccalectryoclostridium	s__Caccalectryoclostridium excrementigallinarum
d28C.bin.36	MAG	Yes	131	1.34	 18,219 	 3,821 	 54,872 	27.83	90.33	3.72	71.73	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp017887885
d28C.bin.37	MAG	No	270	1.88	 8,518 	 3,622 	 32,847 	62.67	70.05	1.17	64.20	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__Avoscillospira stercorigallinarum
d28C.bin.40	MAG	Yes	91	1.22	 21,639 	 6,860 	 70,313 	23.99	86.20	0.29	84.75	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-1193	s__CAG-1193 sp944329255
d28C.bin.51	MAG	Yes	149	1.92	 18,545 	 5,905 	 76,463 	49.19	83.43	1.46	76.13	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Parasutterella	s__Parasutterella gallistercoris
d28C.bin.52	MAG	No	218	1.58	 9,541 	 3,530 	 30,457 	39.15	79.51	2.65	66.26	Medium-quality	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus faecipullorum
d28C.bin.58	MAG	Yes	107	2.20	 29,169 	 11,276 	 126,307 	63.62	86.08	0.14	85.38	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d28C.bin.60	MAG	No	183	1.63	 12,088 	 4,078 	 49,743 	32.64	86.38	1.51	78.83	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d28C.bin.62	MAG	Yes	51	2.56	 103,077 	 26,013 	 191,684 	59.76	97.45	0.85	93.20	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes communis
d28C.bin.63	MAG	No	224	1.85	 10,951 	 4,099 	 37,611 	40.62	76.94	0.77	73.09	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum
d28C.bin.65	MAG	No	203	2.61	 18,558 	 6,118 	 51,258 	64.27	90.55	3.76	71.75	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercorigallinarum
d28D.bin.11	MAG	Yes	263	2.03	 10,729 	 3,590 	 59,920 	54.91	81.91	0.05	81.66	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d28D.bin.14	MAG	No	83	1.57	 29,835 	 8,093 	 91,767 	38.87	89.69	0.49	87.24	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d28E.bin.14	MAG	No	264	1.40	 6,324 	 2,819 	 18,645 	56.82	73.56	1.01	68.51	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia excrementipullorum
d28E.bin.22	MAG	No	106	2.13	 33,109 	 8,819 	 100,858 	58.21	71.20	2.87	56.85	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger formicilis_B
d28E.bin.27	MAG	Yes	46	2.23	 72,608 	 23,677 	 230,414 	59.20	97.59	0.13	96.94	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium
d28E.bin.30	MAG	No	390	2.59	 8,767 	 3,044 	 44,925 	35.20	85.99	2.16	75.19	Medium-quality	p__Bacillota	c__Bacilli	o__CAJFEE01	f__CAJFEE01	g__Harrysmithimonas	s__Harrysmithimonas galli
d28E.bin.32	MAG	No	106	1.64	 20,175 	 8,108 	 90,233 	63.38	70.29	1.10	64.79	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp944386565
d28E.bin.35	MAG	Yes	218	1.79	 11,067 	 3,861 	 31,519 	48.78	79.13	0.20	78.13	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__UBA866 sp016901855
d28E.bin.53	MAG	Yes	28	2.03	 113,541 	 36,911 	 281,538 	49.91	95.31	0.19	94.36	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus excrementavium
d28E.bin.60	MAG	No	277	2.35	 11,410 	 4,166 	 47,385 	65.89	85.98	0.00	85.98	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Onthenecus	s__Onthenecus intestinigallinarum
d28E.bin.63	MAG	No	47	2.81	 86,434 	 29,009 	 254,864 	35.98	86.55	0.06	86.25	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d28E.bin.64	MAG	Yes	95	1.12	 16,085 	 6,228 	 61,473 	34.44	90.72	0.31	89.17	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecenecus	s__Faecenecus sp944358775
d28E.bin.68	MAG	Yes	299	1.72	 6,809 	 2,968 	 27,119 	55.10	80.16	1.59	72.21	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter merdipullorum
d28E.bin.75	MAG	Yes	72	3.12	 66,988 	 21,430 	 282,342 	55.08	91.31	0.23	90.16	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus colihominis
d28J.bin.6	MAG	No	260	1.05	 4,330 	 2,417 	 18,791 	33.01	81.62	2.62	68.52	Medium-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp944393505
d28K.bin.7	MAG	No	215	2.08	 14,144 	 4,075 	 59,171 	64.44	84.10	0.67	80.75	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d28L.bin.4	MAG	No	163	1.95	 18,335 	 5,074 	 83,205 	36.34	82.59	1.51	75.04	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E cecorum
d28L.bin.7	MAG	No	79	1.83	 41,792 	 10,537 	 95,598 	34.16	91.06	0.60	88.06	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d28N.bin.7	MAG	No	167	4.05	 38,350 	 10,995 	 171,393 	51.04	90.08	0.01	90.03	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28O.bin.14	MAG	No	330	1.70	 6,041 	 2,672 	 20,747 	65.00	77.66	0.39	75.71	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d28O.bin.15	MAG	No	87	1.34	 22,208 	 7,174 	 61,082 	38.78	76.31	0.99	71.36	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d28O.bin.2	MAG	No	349	2.36	 8,392 	 3,451 	 32,389 	49.69	77.40	1.67	69.05	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_G	s__Ruminococcus_G avistercoris
d28O.bin.22	MAG	No	227	2.19	 15,252 	 4,124 	 89,655 	32.72	96.71	0.32	95.11	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d28O.bin.26	MAG	No	279	2.03	 9,462 	 3,571 	 50,897 	49.44	73.90	2.06	63.60	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d35A.bin.21	MAG	No	229	1.83	 9,949 	 3,971 	 34,900 	54.87	77.08	1.39	70.13	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
