gene_id	MGE_name	type	kingdom	phylum	class	order	family	genus	species
d21A_57056_1	2392_tnpA13_HG916826.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas juntendi
d14I_76098_2	2392_tnpA13_HG916826.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas sp. FDAARGOS_380
d14I_60759_1	2392_tnpA13_HG916826.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas	s__Stutzerimonas balearica
d14B_18756_3	24_rep7_1_repC(Cassette)_AB037671	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus xylosus
HC47_35_24	2408_int2_AE017042.1	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28K_9185_9	2408_int2_AE017042.1	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC50_5_123	2411_tnpA_EF222275.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii
HC50_5_131	2411_tnpA_EF222275.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii
d14J_65284_1	2418_IS91_MOJA01000111.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42A_30718_3	2422_IS91_CBZU010000001.1	Insertion_element	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus
d14A_7005_6	2430_tnpA_KF601686.2	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3N_35403_106	2432_tnpA_AB238971.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas alkylphenolica
d1M_30353_17	2451_tnpA_JN106169.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__Diaphorobacter sp. JS3050
d35O_180499_9	2455_tnpA_AY509004.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d3J_29298_2	2473_tnpA_KM083808.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3J_27216_1	2473_tnpA_KM083808.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3J_27039_5	2473_tnpA_KM083808.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d21M_36638_5	2473_tnpA_KM083808.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus warneri
d21L_30753_2	2473_tnpA_KM083808.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus warneri
d21J_94858_1	2474_Xis-Tn916_KC414929.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius
d21M_10422_2	2474_Xis-Tn916_KC414929.1	Transposon	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae
d1G_95526_2	2476_IS91_MNRD01000033.1	Insertion_element	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium ventriosum
d28E_145796_6	2486_IS91_FKHA01000014.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia albertii
d14B_64491_1	2491_tnpA_KX356458.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35O_154823_2	2491_tnpA_KX356458.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21K_41020_8	2491_tnpA_KX356458.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d14A_1991_3	2496_tnpA_CP001846.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35L_8551_5	2499_tnpA_13_CP014358.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d14A_7750_4	2509_tnpA_GU371926.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35O_178961_2	2509_tnpA_GU371926.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1M_24358_23	2509_tnpA_GU371926.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1D_56553_3	2509_tnpA_GU371926.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella africana
d3C_2633_4	2512_tnpA_AY509004.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d1F_21857_12	2523_tnpA1133_AY463797.8	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d7B_112149_2	2526_tnpA_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus sakei
d21A_63058_3	2529_tnpA_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei
d35A_61262_1	2529_tnpA_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
d14A_10795_7	2529_tnpA_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC830_11_16	2529_tnpA_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus acidilactici
d14I_72398_4	2546_tnpA_KJ507131.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus agalactiae
d1J_53222_7	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes finegoldii
d1F_46784_52	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus
HC1277_79_7	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides eggerthii
d1D_80160_13	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Butyricimonas	s__Butyricimonas faecalis
d14B_116452_1	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis
d1D_7547_193	2548_tnpA_U75371.3	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	s__Paraprevotella xylaniphila
d21J_138118_2	2552_tnpA_CTEG01000053.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium jeddahense
d21F_64035_1	2571_tnpA_AIGK01000078.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28J_22969_2	2589_IS91_FQ482074.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1F_45850_2	2591_IS91_CP005927.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Raoultella	s__Raoultella planticola
d28D_31366_2	26_rep7_3_CDS1(pCW7)_J03323	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14L_21319_1	26_rep7_3_CDS1(pCW7)_J03323	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d21N_919_1	26_rep7_3_CDS1(pCW7)_J03323	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus epidermidis
d21M_21006_2	26_rep7_3_CDS1(pCW7)_J03323	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus warneri
d28L_3689_2	2600_IS91_CP012199.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp. C8-2
d1M_2795_16	2600_IS91_CP012199.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp. FD7
d21J_134126_2	2633_Tn916-orf19_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d3A_11746_14	2634_Tn916-orf16_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
d21J_134126_7	2634_Tn916-orf16_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d14A_840_4	2634_Tn916-orf16_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae
d42N_36637_2	2634_Tn916-orf16_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae
d14A_840_2	2640_Tn916-orf14_KC414929	Transposon	k__Bacteria	p__Mycoplasmatota	c__	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Metamycoplasma	s__Metamycoplasma hominis
d3J_11000_2	2640_Tn916-orf14_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae
d3J_28360_24	2640_Tn916-orf14_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae
d7F_1020_2	2646_Tn916-orf15_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d21J_134126_8	2646_Tn916-orf15_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
HC168_19_41	2646_Tn916-orf15_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d35O_61452_7	2648_tnpA_KF682462.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter xylosoxidans
d14A_12167_4	267_qacEdelta_HM138673.1	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35O_92414_7	268_tnpA_KM396300.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14A_9163_3	270_IS91_MOFF01000153.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii
d42A_8956_2	2700_tnpA_ADNY01000061.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus amylolyticus
d14L_27429_4	2710_tnpA_AY939911.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42C_22058_9	2710_tnpA_AY939911.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14L_37480_2	2720_IS91_AQAT01000121.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d14A_2682_6	2738_tnpA_KU743384.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35D_11533_1	2745_tnpA1-IS981_AY849557.2	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus raffinolactis
d21K_23304_14	2754_tnpA_CYGH01000010.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d3N_13199_2	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14G_4119_1	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_105370_1	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3I_16971_3	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d35C_20300_11	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d21J_163783_5	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus murinus
d14B_66593_1	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Marinilactibacillus	s__Marinilactibacillus sp. 15R
d21M_46405_2	2756_tnpA_KX810026.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Marinilactibacillus	s__Marinilactibacillus sp. 15R
d1F_86814_4	2761_tnpA_FLLH01000004.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter sp. T2
d14N_52488_2	277_tnpA_AF071413.3	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14G_3063_1	278_tnpA_AB304081.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_93935_6	279_tnpA_M95402.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21F_92036_1	280_tnpA_JF714412.2	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii
d14N_56119_1	281_ISCR-orf513_KJ186154.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus mirabilis
d35O_21900_6	282_IS91_CP000036.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC47_53_25	286_tnpA_KU997026.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d14N_19282_4	287_tnpA_KT922275.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
d14B_91688_3	3_rep1_3_repR(pGB354)_U83488	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d5M_30171_3	30_rep7_7_rep(pKH7)_NC002096	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus hyicus
d14B_102849_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus casseliflavus
d35A_15120_2	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus durans
d28E_86053_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d35K_52637_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d7F_7599_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3F_7384_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3O_19436_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d5L_23173_2	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d35A_39024_3	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d42J_5201_3	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3F_4026_6	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d7O_29320_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d5E_13132_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3G_7917_9	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus hirae
d28O_50887_2	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus hirae
d7O_29062_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus hirae
d5G_48867_1	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus hirae
d3F_2066_2	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
d14K_11942_4	301_tnpA_AB362339.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus animalis
d21M_3383_1	31_rep7_8_CDS4(pS194)_NC005564	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus arlettae
d21K_88698_1	312_IS91_MSKG01000291.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d28F_15770_1	314_tnpA_CP002474.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21A_35816_2	337_tnpA_KF295829.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_128359_1	34_rep7_11_repD(pTZ4)_NC010111.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d3I_22341_5	347_istA_DQ125241.2	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d14B_131345_2	349_tnpA_JX041889.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d5E_16204_9	351_tnpA_AB588180.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus argentoratensis
d3A_23263_1	351_tnpA_AB588180.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
HC330_1_4	351_tnpA_AB588180.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc citreum
d35D_2623_1	351_tnpA_AB588180.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus
d28E_105720_1	352_tnpA_CYGQ01000002.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_57036_3	359_tnpA_FR718870.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14M_15866_5	36_rep7_13_rep(pSBK203)_U35036.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus arlettae
d14B_133315_1	36_rep7_13_rep(pSBK203)_U35036.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_133047_1	36_rep7_13_rep(pSBK203)_U35036.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d21N_919_4	36_rep7_13_rep(pSBK203)_U35036.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_77489_4	360_tniA_LC155906.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21C_3690_3	369_tnpA_KU682280.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d21M_13331_1	369_tnpA_KU682280.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d21J_122846_4	379_tnpA_KU743384.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Glaesserella	s__Glaesserella parasuis
