d21J_41163_13	d21J_41163_13	67_rep13_5_rep(pMC524/MBM)_AJ312056.2
d14B_68595_3	d21M_19926_2	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d21N_33367_2	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d28D_29624_3	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d35J_7610_2	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d3B_19837_2	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d5M_6266_1	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d7E_34395_3	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d7I_12874_3	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d7L_46182_2	117_rep22_1_repB(pUB110)_X03408.1
d14B_68595_3	d7M_26853_3	117_rep22_1_repB(pUB110)_X03408.1
d3I_14986_8	d3I_14986_8	391_tnpAcp2_KJ817377.1
d3O_9199_3	d3O_9199_3	1000_tnpA_JQ364968.1
d3O_9199_3	d14A_4227_1	1000_tnpA_JQ364968.1
d3O_9199_3	d14B_82367_6	1000_tnpA_JQ364968.1
d3O_9199_3	d14C_4220_1	1000_tnpA_JQ364968.1
d3O_9199_3	d14D_11055_1	1000_tnpA_JQ364968.1
d3O_9199_3	d14I_17133_5	1000_tnpA_JQ364968.1
d3O_9199_3	d14I_39901_1	1000_tnpA_JQ364968.1
d3O_9199_3	d14M_50908_6	1000_tnpA_JQ364968.1
d3O_9199_3	d14N_9862_8	1000_tnpA_JQ364968.1
d3O_9199_3	d14O_9788_6	1000_tnpA_JQ364968.1
d3O_9199_3	d21B_9488_2	1000_tnpA_JQ364968.1
d3O_9199_3	d21C_4840_1	1000_tnpA_JQ364968.1
d3O_9199_3	d21E_60327_1	1000_tnpA_JQ364968.1
d3O_9199_3	d21F_122083_8	1000_tnpA_JQ364968.1
d3O_9199_3	d21G_7381_1	1000_tnpA_JQ364968.1
d3O_9199_3	d21J_158860_2	1000_tnpA_JQ364968.1
d3O_9199_3	d21K_28093_1	1000_tnpA_JQ364968.1
d3O_9199_3	d21N_27300_8	1000_tnpA_JQ364968.1
d3O_9199_3	d21O_79663_6	1000_tnpA_JQ364968.1
d3O_9199_3	d28C_176120_1	1000_tnpA_JQ364968.1
d3O_9199_3	d28D_347_4	1000_tnpA_JQ364968.1
d3O_9199_3	d28E_31129_1	1000_tnpA_JQ364968.1
d3O_9199_3	d28K_30727_1	1000_tnpA_JQ364968.1
d3O_9199_3	d28L_2084_2	1000_tnpA_JQ364968.1
d3O_9199_3	d28O_15573_8	1000_tnpA_JQ364968.1
d3O_9199_3	d35A_14807_1	1000_tnpA_JQ364968.1
d3O_9199_3	d35D_23292_1	1000_tnpA_JQ364968.1
d3O_9199_3	d35J_32016_3	1000_tnpA_JQ364968.1
d3O_9199_3	d35L_223684_1	1000_tnpA_JQ364968.1
d3O_9199_3	d42E_178095_1	1000_tnpA_JQ364968.1
d3O_9199_3	d42J_14103_1	1000_tnpA_JQ364968.1
d3O_9199_3	d42L_25611_7	1000_tnpA_JQ364968.1
d3O_9199_3	d5M_6633_2	1000_tnpA_JQ364968.1
d3O_9199_3	d7L_97008_1	1000_tnpA_JQ364968.1
d3O_9199_3	d7M_1886_6	1000_tnpA_JQ364968.1
d3O_9199_3	d14N_19361_1	1000_tnpA_JQ364968.1
d3O_9199_3	d35O_132492_2	1000_tnpA_JQ364968.1
HC47_35_24	HC47_35_24	2408_int2_AE017042.1
HC47_35_24	d1M_30044_5	2408_int2_AE017042.1
HC47_35_24	d28K_9185_8	2408_int2_AE017042.1
HC47_35_24	d35A_7460_5	2408_int2_AE017042.1
HC47_35_24	d3I_9885_11	2408_int2_AE017042.1
HC47_35_24	d42M_48685_60	2408_int2_AE017042.1
HC47_35_24	d7K_47704_1	2408_int2_AE017042.1
d3G_7917_9	d3G_7917_9	301_tnpA_AB362339.1
d3G_7917_9	d3L_50971_12	301_tnpA_AB362339.1
d21A_46477_9	d21A_46477_9	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d21F_99115_1	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d21J_139770_5	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d21K_98191_3	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d21K_98191_4	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d28A_201281_1	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d28K_11875_1	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	d35N_11380_3	771_tnpA_ISKpn24_KR822247.1
d21A_46477_9	HC160_67_7	771_tnpA_ISKpn24_KR822247.1
d1I_54762_2	d1I_54762_2	41_rep7b_1_repJ(pC223)_NC_005243.1
d1I_54762_2	HC145_34_2	41_rep7b_1_repJ(pC223)_NC_005243.1
d3N_13199_2	d3N_13199_2	2756_tnpA_KX810026.1
d3E_37127_16	d3E_37127_16	380_tnpA_Y17750.1
d3E_37127_17	d3E_37127_17	2194_tnpA_LC015492.1
d3E_37127_18	d3E_37127_18	2194_tnpA_LC015492.1
d3E_37127_19	d3E_37127_19	2194_tnpA_LC015492.1
d14J_65284_1	d14J_65284_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d14A_7781_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d14A_9147_4	2418_IS91_MOJA01000111.1
d14J_65284_1	d14B_91208_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d14C_4797_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d14D_2106_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d14I_79589_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d14L_28911_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d14N_53941_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d14O_35369_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d1I_25243_5	2418_IS91_MOJA01000111.1
d14J_65284_1	d21A_9842_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d21A_20646_5	2418_IS91_MOJA01000111.1
d14J_65284_1	d21E_98834_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d21F_15820_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d21J_28057_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d21K_9072_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d21M_9158_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d21N_5955_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d21O_84134_4	2418_IS91_MOJA01000111.1
d14J_65284_1	d28B_32922_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d28C_177080_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d28D_3992_6	2418_IS91_MOJA01000111.1
d14J_65284_1	d28E_15579_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d28J_68558_5	2418_IS91_MOJA01000111.1
d14J_65284_1	d28K_15110_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d28N_21383_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d28O_13478_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d35A_30821_24	2418_IS91_MOJA01000111.1
d14J_65284_1	d35D_26940_8	2418_IS91_MOJA01000111.1
d14J_65284_1	d35K_19992_4	2418_IS91_MOJA01000111.1
d14J_65284_1	d35L_26395_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d35L_120541_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d35M_582_8	2418_IS91_MOJA01000111.1
d14J_65284_1	d35N_44453_6	2418_IS91_MOJA01000111.1
d14J_65284_1	d35O_138221_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d3A_17537_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d3I_19208_4	2418_IS91_MOJA01000111.1
d14J_65284_1	d3J_9331_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d3L_31794_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d3N_35373_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d3O_11556_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d42B_155048_5	2418_IS91_MOJA01000111.1
d14J_65284_1	d42D_59012_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d42L_2651_3	2418_IS91_MOJA01000111.1
d14J_65284_1	d5L_14713_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d5M_14653_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d7B_115698_22	2418_IS91_MOJA01000111.1
d14J_65284_1	d7E_70276_1	2418_IS91_MOJA01000111.1
d14J_65284_1	d7F_6586_8	2418_IS91_MOJA01000111.1
d14J_65284_1	d7J_59760_2	2418_IS91_MOJA01000111.1
d14J_65284_1	d7K_52892_1	2418_IS91_MOJA01000111.1
d14J_65284_1	HC160_161_1	2418_IS91_MOJA01000111.1
d14J_65284_1	HC966_126_2	2418_IS91_MOJA01000111.1
d28F_10086_1	d28F_10086_1	691_tnpA_CTIT01000004.1
d21J_92108_4	d21J_92108_4	14_rep4_2_CDS3(pKC5b)_AF378372
d21J_92108_4	d14I_32857_1	14_rep4_2_CDS3(pKC5b)_AF378372
d21J_92108_4	d3G_2769_5	14_rep4_2_CDS3(pKC5b)_AF378372
d21J_92108_4	d7B_6655_2	14_rep4_2_CDS3(pKC5b)_AF378372
d14D_7370_1	d14D_7370_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14A_8568_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14B_26680_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14G_1953_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14G_1953_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14I_97074_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14J_10647_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14J_10926_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14K_10962_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14L_16445_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14M_44725_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14N_50045_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d14O_21658_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d1N_124597_48	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21A_27361_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21B_8840_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21B_20621_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21C_3899_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21E_35061_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21E_94219_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21F_57455_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21J_58745_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21J_94791_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21K_95039_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21L_46130_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21L_9390_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21M_22722_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21N_14955_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d21O_1241_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28A_230844_12	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28B_56452_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28D_29451_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28E_168672_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28F_8105_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28J_68377_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28K_9544_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28L_21380_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28M_1084_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28N_18501_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28N_18501_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d28O_783_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35A_54132_10	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35B_15532_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35D_28265_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35E_5872_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35H_38484_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35J_6985_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35K_41221_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35K_41221_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35L_54912_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35M_99_7	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35N_4333_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35N_4333_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d35O_114496_34	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3A_25277_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3B_17997_7	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3D_5294_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3E_50703_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3F_56617_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3F_34415_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3H_4039_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3I_4818_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3I_5912_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3J_17563_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3L_21446_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3N_14365_5	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d3O_5067_6	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42A_3242_5	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42B_77401_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42C_31243_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42D_84163_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42E_8657_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42E_161978_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42H_1427_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42I_60160_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42J_19760_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42L_16710_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42N_65662_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42O_11934_9	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d42O_90210_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5B_7490_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5E_4841_8	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5G_49521_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5G_5916_8	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5H_6513_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5I_3764_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5J_4462_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5K_11729_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5L_11163_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5M_17422_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5N_8607_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d5O_19923_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7A_9750_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7B_87875_8	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7F_714_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7H_47457_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7I_4087_3	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7I_4087_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7J_120_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7K_74546_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7L_51650_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7M_17464_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7N_902_2	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	d7O_4169_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC163_51_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC168_145_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC172_24_17	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC173_20_17	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC192_52_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC198_76_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC254_36_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC257_52_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC269_42_4	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC269_42_5	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC278_75_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC554_21_17	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC59_36_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC771_70_1	134_repUS12__rep(pUB110)_AF181950
d14D_7370_1	HC859_24_12	134_repUS12__rep(pUB110)_AF181950
d7E_100037_1	d7E_100037_1	14_rep4_2_CDS3(pKC5b)_AF378372
d7E_100037_1	d35A_27609_1	14_rep4_2_CDS3(pKC5b)_AF378372
d7E_100037_1	d35A_47870_1	14_rep4_2_CDS3(pKC5b)_AF378372
d14N_56119_1	d14N_56119_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d21A_59352_2	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d21F_85760_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d21J_209886_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d3I_11579_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d3J_27601_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d3L_22280_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d3O_13611_2	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d42B_233258_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	d7E_20142_1	281_ISCR-orf513_KJ186154.1
d14N_56119_1	HC47_119_1	281_ISCR-orf513_KJ186154.1
d28C_111629_1	d28C_111629_1	1475_tnpA_KR066794.1
d7B_5218_10	d7B_5218_10	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d14I_12154_3	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d14K_31455_2	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d14M_17437_1	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d21E_195458_2	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d21F_72622_3	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d21J_99875_4	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d35A_76452_2	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d7E_79706_1	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d7M_21891_2	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d14D_5174_2	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d35J_83130_1	1_rep1_1_repE(pAMbeta1)_AF007787
d7B_5218_10	d42E_126411_1	1_rep1_1_repE(pAMbeta1)_AF007787
d7E_51972_2	d7E_51972_2	1260_tnpA_AY351675.1
d7E_51972_2	d1F_112293_2	1260_tnpA_AY351675.1
d7E_51972_2	d21J_57226_2	1260_tnpA_AY351675.1
d7E_51972_2	d21J_57226_3	1260_tnpA_AY351675.1
d7E_51972_2	d35A_74924_1	1260_tnpA_AY351675.1
d7E_51972_2	d35K_24296_2	1260_tnpA_AY351675.1
d7E_51972_2	d42A_23249_1	1260_tnpA_AY351675.1
d7E_51972_2	d42C_33695_2	1260_tnpA_AY351675.1
d7E_51972_2	d42C_33695_3	1260_tnpA_AY351675.1
d7E_51972_2	d42L_31945_2	1260_tnpA_AY351675.1
d7E_51972_2	d1F_112293_3	1260_tnpA_AY351675.1
d3F_16851_1	d3F_16851_1	1050_ISSfl3_AL391753
d14N_26112_4	d14N_26112_4	1780_tnpA_EF682209.1
d21J_99574_1	d21J_99574_1	1620_tnpA_JN968483.3
d14I_17203_2	d14I_17203_2	532_IS91_MQAA01000013.1
d14I_17203_2	d14B_110188_2	532_IS91_MQAA01000013.1
d14I_17203_2	d14O_7838_3	532_IS91_MQAA01000013.1
d14I_17203_2	d21J_90964_4	532_IS91_MQAA01000013.1
d14I_17203_2	d21M_47156_1	532_IS91_MQAA01000013.1
d14I_17203_2	d35A_71939_2	532_IS91_MQAA01000013.1
d14I_17203_2	d3A_31934_3	532_IS91_MQAA01000013.1
d14I_17203_2	d7E_20715_2	532_IS91_MQAA01000013.1
d14I_17203_2	d7L_33810_1	532_IS91_MQAA01000013.1
d14I_17203_2	d7M_24694_2	532_IS91_MQAA01000013.1
d14I_17203_2	d7O_12024_1	532_IS91_MQAA01000013.1
d14I_38592_1	d14I_38592_1	482_tnpA_FN649418.1
d14I_38592_1	d21J_18331_2	482_tnpA_FN649418.1
d14I_38592_1	d28N_17242_6	482_tnpA_FN649418.1
d1D_45387_28	d1D_45387_28	868_tnpA_JX077110.1
d1D_45387_29	d1D_45387_29	2193_tnpA_CXPB01000088.1
d1D_45387_29	d1F_23332_59	2193_tnpA_CXPB01000088.1
d1D_45387_40	d1D_45387_40	999_tnpA_rve_CEGG01000033.1
d1D_45387_43	d1D_45387_43	978_tnpA_AF141323.1
d1D_52279_9	d1D_52279_9	872_Tn916-orf6_KC414929
d1D_52279_9	d1G_30997_2	872_Tn916-orf6_KC414929
d1D_52279_9	d1O_90223_5	872_Tn916-orf6_KC414929
d1O_10050_3	d1O_10050_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d14B_31130_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d14C_5844_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d14D_25469_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d14I_90878_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d14J_28989_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d14M_39591_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d14N_24995_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d14O_30748_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d3C_1164_6	1999_Tn916-orf13_KC414929
d1O_10050_3	d1D_32254_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d1F_15864_4	1999_Tn916-orf13_KC414929
d1O_10050_3	d1G_98011_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d1I_79554_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d1I_79554_14	1999_Tn916-orf13_KC414929
d1O_10050_3	d1J_122280_5	1999_Tn916-orf13_KC414929
d1O_10050_3	d21A_17325_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d21B_24522_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d21C_8491_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d21E_143989_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d21F_10947_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d21G_13099_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d21J_52887_26	1999_Tn916-orf13_KC414929
d1O_10050_3	d21K_39791_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d21L_13476_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d21M_3411_36	1999_Tn916-orf13_KC414929
d1O_10050_3	d21N_35513_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d21O_15516_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d28A_92351_13	1999_Tn916-orf13_KC414929
d1O_10050_3	d28C_145003_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d28D_8962_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d28E_154343_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d28F_3170_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d28J_50466_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d28K_10230_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d28L_838_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d28M_6154_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d28N_17831_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d28O_19037_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d35A_60745_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d35B_14768_5	1999_Tn916-orf13_KC414929
d1O_10050_3	d35C_12926_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d35D_12126_5	1999_Tn916-orf13_KC414929
d1O_10050_3	d35E_125804_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d35E_135527_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d35H_29734_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d35J_161969_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d35K_7516_6	1999_Tn916-orf13_KC414929
d1O_10050_3	d35L_72620_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d35M_11835_13	1999_Tn916-orf13_KC414929
d1O_10050_3	d35O_89694_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3A_5790_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3B_7345_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3D_1235_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d3E_10029_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3G_35106_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d3H_4610_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3L_11282_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d3O_15963_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d42A_32844_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d42B_158760_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d42C_30209_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d42D_79942_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d42E_8710_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d42H_9889_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d42I_81024_1	1999_Tn916-orf13_KC414929
